,oceans_list
25157,Pacific
25158,Pacific
25159,Pacific
25160,Pacific
25161,Pacific
25162,Atlantic
25163,Pacific
25164,Pacific
25165,Pacific
25166,Pacific
25167,Pacific
25168,Atlantic
25169,Pacific
25170,Pacific
25171,Pacific
25172,Pacific
25173,Pacific
25174,Pacific
25175,Pacific
25176,Pacific
25177,Pacific
25178,Atlantic
25179,Pacific
25180,Atlantic
25181,Atlantic
25182,Pacific
25183,Pacific
25184,Pacific
25185,Pacific
25186,Pacific
25187,Pacific
25188,Pacific
25189,Pacific
25190,Pacific
25191,Atlantic
25192,Pacific
25193,Pacific
25194,Pacific
25195,Pacific
25196,Pacific
25197,Pacific
25198,Pacific
25199,Pacific
25200,Pacific
25201,Pacific
25202,Pacific
25203,Pacific
25204,Pacific
25205,Pacific
25206,Pacific
25207,Pacific
25208,Pacific
25209,Pacific
25210,Atlantic
25211,Atlantic
25212,Pacific
25213,Pacific
25214,Pacific
25215,Pacific
25216,Atlantic
25217,Pacific
25218,Pacific
25219,Pacific
25220,Pacific
25221,Pacific
25222,Atlantic
25223,Atlantic
25224,Pacific
25225,Pacific
25226,Pacific
25227,Pacific
25228,Pacific
25229,Pacific
25230,Pacific
25231,Pacific
25232,Pacific
25233,Atlantic
25234,Pacific
25235,Pacific
25236,Pacific
25237,Pacific
25238,Pacific
25239,Pacific
25240,Atlantic
25241,Pacific
25242,Atlantic
25243,Pacific
25244,Pacific
25245,Atlantic
25246,Pacific
25247,Atlantic
25248,Atlantic
25249,Pacific
25250,Atlantic
25251,Pacific
25252,Pacific
25253,Atlantic
25254,Pacific
25255,Atlantic
25256,Atlantic
25257,Pacific
25258,Pacific
25259,Pacific
25260,Pacific
25261,Pacific
25262,Pacific
25263,Pacific
25264,Pacific
25265,Pacific
25266,Atlantic
25267,Atlantic
25268,Atlantic
25269,Pacific
25270,Pacific
25271,Pacific
25272,Pacific
25273,Pacific
25274,Pacific
25275,Pacific
25276,Pacific
25277,Pacific
25278,Pacific
25279,Atlantic
25280,Pacific
25281,Pacific
25282,Pacific
25283,Pacific
25284,Pacific
25285,Pacific
25286,Pacific
25287,Atlantic
25288,Pacific
25289,Pacific
25290,Pacific
25291,Pacific
25292,Atlantic
25293,Pacific
25294,Atlantic
25295,Atlantic
25296,Pacific
25297,Pacific
25298,Atlantic
25299,Pacific
25300,Pacific
25301,Pacific
25302,Pacific
25303,Atlantic
25304,Atlantic
25305,Pacific
25306,Atlantic
25307,Pacific
25308,Atlantic
25309,Atlantic
25310,Pacific
25311,Atlantic
25312,Atlantic
25313,Atlantic
25314,Atlantic
25315,Atlantic
25316,Pacific
25317,Atlantic
25318,Pacific
25319,Atlantic
25320,Pacific
25321,Atlantic
25322,Pacific
25323,Pacific
25324,Pacific
25325,Pacific
25326,Atlantic
25327,Atlantic
25328,Atlantic
25329,Atlantic
25330,Atlantic
25331,Pacific
25332,Pacific
25333,Pacific
25334,Pacific
25335,Atlantic
25336,Atlantic
25337,Pacific
25338,Atlantic
25339,Pacific
25340,Atlantic
25341,Pacific
25342,Atlantic
25343,Atlantic
25344,Atlantic
25345,Atlantic
25346,Atlantic
25347,Atlantic
25348,Pacific
25349,Atlantic
25350,Pacific
25351,Pacific
25352,Pacific
25353,Atlantic
25354,Pacific
25355,Pacific
25356,Pacific
25357,Atlantic
25358,Pacific
25359,Atlantic
25360,Pacific
25361,Pacific
25362,Pacific
25363,Pacific
25364,Atlantic
25365,Pacific
25366,Pacific
25367,Pacific
25368,Atlantic
25369,Atlantic
25370,Pacific
25371,Atlantic
25372,Atlantic
25373,Atlantic
25374,Atlantic
25375,Atlantic
25376,Atlantic
25377,Atlantic
25378,Atlantic
25379,Pacific
25380,Pacific
25381,Atlantic
25382,Atlantic
25383,Atlantic
25384,Pacific
25385,Atlantic
25386,Pacific
25387,Atlantic
25388,Pacific
25389,Pacific
25390,Pacific
25391,Pacific
25392,Pacific
25393,Atlantic
25394,Atlantic
25395,Pacific
25396,Pacific
25397,Pacific
25398,Pacific
25399,Pacific
25400,Pacific
25401,Pacific
25402,Pacific
25403,Atlantic
25404,Atlantic
25405,Atlantic
25406,Pacific
25407,Atlantic
25408,Pacific
25409,Indian
25410,Pacific
25411,Pacific
25412,Atlantic
25413,Pacific
25414,Pacific
25415,Atlantic
25416,Pacific
25417,Pacific
25418,Atlantic
25419,Pacific
25420,Atlantic
25421,Atlantic
25422,Atlantic
25423,Pacific
25424,Atlantic
25425,Pacific
25426,Atlantic
25427,Atlantic
25428,Atlantic
25429,Atlantic
25430,Pacific
25431,Atlantic
25432,Atlantic
25433,Atlantic
25434,Pacific
25435,Pacific
25436,Pacific
25437,Atlantic
25438,Pacific
25439,Pacific
25440,Pacific
25441,Pacific
25442,Pacific
25443,Pacific
25444,Atlantic
25445,Atlantic
25446,Atlantic
25447,Pacific
25448,Pacific
25449,Pacific
25450,Atlantic
25451,Atlantic
25452,Pacific
25453,Pacific
25454,Pacific
25455,Pacific
25456,Pacific
25457,Pacific
25458,Pacific
25459,Pacific
25460,Atlantic
25461,Atlantic
25462,Pacific
25463,Atlantic
25464,Atlantic
25465,Atlantic
25466,Pacific
25467,Pacific
25468,Atlantic
25469,Atlantic
25470,Pacific
25471,Pacific
25472,Pacific
25473,Pacific
25474,Atlantic
25475,Atlantic
25476,Atlantic
25477,Atlantic
25478,Atlantic
25479,Atlantic
25480,Pacific
25481,Pacific
25482,Pacific
25483,Atlantic
25484,Atlantic
25485,Pacific
25486,Pacific
25487,Pacific
25488,Pacific
25489,Pacific
25490,Pacific
25491,Pacific
25492,Pacific
25493,Pacific
25494,Pacific
25495,Pacific
25496,Atlantic
25497,Pacific
25498,Pacific
25499,Pacific
25500,Pacific
25501,Pacific
25502,Pacific
25503,Atlantic
25504,Atlantic
25505,Atlantic
25506,Pacific
25507,Pacific
25508,Atlantic
25509,Atlantic
25510,Pacific
25511,Pacific
25512,Atlantic
25513,Pacific
25514,Pacific
25515,Pacific
25516,Atlantic
25517,Atlantic
25518,Pacific
25519,Pacific
25520,Pacific
25521,Atlantic
25522,Pacific
25523,Atlantic
25524,Pacific
25525,Pacific
25526,Pacific
25527,Pacific
25528,Atlantic
25529,Pacific
25530,Pacific
25531,Pacific
25532,Pacific
25533,Pacific
25534,Pacific
25535,Atlantic
25536,Pacific
25537,Pacific
25538,Pacific
25539,Atlantic
25540,Pacific
25541,Pacific
25542,Pacific
25543,Pacific
25544,Pacific
25545,Pacific
25546,Pacific
25547,Pacific
25548,Pacific
25549,Pacific
25550,Pacific
25551,Atlantic
25552,Pacific
25553,Pacific
25554,Pacific
25555,Pacific
25556,Pacific
25557,Pacific
25558,Pacific
25559,Pacific
25560,Pacific
25561,Pacific
25562,Pacific
25563,Pacific
25564,Pacific
25565,Pacific
25566,Pacific
25567,Pacific
25568,Pacific
25569,Pacific
25570,Pacific
25571,Pacific
25572,Pacific
25573,Pacific
25574,Pacific
25575,Pacific
25576,Pacific
25577,Pacific
25578,Pacific
25579,Pacific
25580,Pacific
25581,Pacific
25582,Pacific
25583,Pacific
25584,Pacific
25585,Pacific
25586,Pacific
25587,Pacific
25588,Pacific
25589,Pacific
25590,Atlantic
25591,Pacific
25592,Pacific
25593,Pacific
25594,Pacific
25595,Atlantic
25596,Atlantic
25597,Atlantic
25598,Pacific
25599,Pacific
25600,Pacific
25601,Atlantic
25602,Atlantic
25603,Atlantic
25604,Atlantic
25605,Pacific
25606,Pacific
25607,Pacific
25608,Pacific
25609,Pacific
25610,Pacific
25611,Pacific
25612,Pacific
25613,Pacific
25614,Pacific
25615,Pacific
25616,Pacific
25617,Atlantic
25618,Atlantic
25619,Pacific
25620,Atlantic
25621,Pacific
25622,Pacific
25623,Pacific
25624,Pacific
25625,Pacific
25626,Pacific
25627,Pacific
25628,Pacific
25629,Pacific
25630,Pacific
25631,Pacific
25632,Atlantic
25633,Pacific
25634,Atlantic
25635,Pacific
25636,Pacific
25637,Pacific
25638,Atlantic
25639,Pacific
25640,Pacific
25641,Atlantic
25642,Pacific
25643,Atlantic
25644,Atlantic
25645,Atlantic
25646,Atlantic
25647,Atlantic
25648,Pacific
25649,Pacific
25650,Atlantic
25651,Pacific
25652,Atlantic
25653,Atlantic
25654,Atlantic
25655,Pacific
25656,Pacific
25657,Pacific
25658,Pacific
25659,Atlantic
25660,Atlantic
25661,Pacific
25662,Pacific
25663,Pacific
25664,Pacific
25665,Pacific
25666,Pacific
25667,Pacific
25668,Pacific
25669,Pacific
25670,Atlantic
25671,Pacific
25672,Pacific
25673,Pacific
25674,Pacific
25675,Pacific
25676,Pacific
25677,Pacific
25678,Pacific
25679,Pacific
25680,Pacific
25681,Atlantic
25682,Pacific
25683,Atlantic
25684,Indian
25685,Pacific
25686,Pacific
25687,Pacific
25688,Atlantic
25689,Atlantic
25690,Pacific
25691,Pacific
25692,Atlantic
25693,Pacific
25694,Pacific
25695,Pacific
25696,Pacific
25697,Pacific
25698,Pacific
25699,Pacific
25700,Pacific
25701,Atlantic
25702,Atlantic
25703,Pacific
25704,Pacific
25705,Pacific
25706,Atlantic
25707,Pacific
25708,Pacific
25709,Pacific
25710,Pacific
25711,Pacific
25712,Pacific
25713,Pacific
25714,Pacific
25715,Pacific
25716,Pacific
25717,Pacific
25718,Atlantic
25719,Atlantic
25720,Pacific
25721,Pacific
25722,Atlantic
25723,Atlantic
25724,Pacific
25725,Pacific
25726,Pacific
25727,Pacific
25728,Pacific
25729,Pacific
25730,Pacific
25731,Pacific
25732,Atlantic
25733,Pacific
25734,Atlantic
25735,Pacific
25736,Pacific
25737,Pacific
25738,Pacific
25739,Pacific
25740,Pacific
25741,Indian
25742,Atlantic
25743,Pacific
25744,Pacific
25745,Pacific
25746,Pacific
25747,Atlantic
25748,Pacific
25749,Atlantic
25750,Pacific
25751,Pacific
25752,Pacific
25753,Pacific
25754,Pacific
25755,Pacific
25756,Pacific
25757,Pacific
25758,Pacific
25759,Pacific
25760,Pacific
25761,Pacific
25762,Pacific
25763,Pacific
25764,Pacific
25765,Pacific
25766,Indian
25767,Atlantic
25768,Pacific
25769,Pacific
25770,Pacific
25771,Pacific
25772,Pacific
25773,Pacific
25774,Pacific
25775,Pacific
25776,Atlantic
25777,Pacific
25778,Pacific
25779,Atlantic
25780,Atlantic
25781,Atlantic
25782,Pacific
25783,Pacific
25784,Pacific
25785,Pacific
25786,Pacific
25787,Pacific
25788,Pacific
25789,Pacific
25790,Pacific
25791,Pacific
25792,Pacific
25793,Pacific
25794,Pacific
25795,Pacific
25796,Pacific
25797,Pacific
25798,Pacific
25799,Atlantic
25800,Pacific
25801,Pacific
25802,Pacific
25803,Atlantic
25804,Pacific
25805,Pacific
25806,Pacific
25807,Atlantic
25808,Pacific
25809,Pacific
25810,Pacific
25811,Pacific
25812,Pacific
25813,Pacific
25814,Pacific
25815,Pacific
25816,Pacific
25817,Pacific
25818,Pacific
25819,Pacific
25820,Pacific
25821,Pacific
25822,Pacific
25823,Pacific
25824,Pacific
25825,Pacific
25826,Pacific
25827,Pacific
25828,Atlantic
25829,Indian
25830,Indian
25831,Pacific
25832,Pacific
25833,Pacific
25834,Pacific
25835,Pacific
25836,Pacific
25837,Pacific
25838,Pacific
25839,Pacific
25840,Pacific
25841,Pacific
25842,Atlantic
25843,Pacific
25844,Pacific
25845,Pacific
25846,Pacific
25847,Pacific
25848,Atlantic
25849,Pacific
25850,Pacific
25851,Pacific
25852,Atlantic
25853,Pacific
25854,Atlantic
25855,Pacific
25856,Pacific
25857,Pacific
25858,Pacific
25859,Pacific
25860,Pacific
25861,Pacific
25862,Pacific
25863,Pacific
25864,Pacific
25865,Pacific
25866,Pacific
25867,Pacific
25868,Pacific
25869,Pacific
25870,Pacific
25871,Atlantic
25872,Pacific
25873,Pacific
25874,Pacific
25875,Pacific
25876,Pacific
25877,Atlantic
25878,Pacific
25879,Pacific
25880,Pacific
25881,Pacific
25882,Pacific
25883,Pacific
25884,Pacific
25885,Pacific
25886,Pacific
25887,Pacific
25888,Pacific
25889,Pacific
25890,Pacific
25891,Pacific
25892,Pacific
25893,Pacific
25894,Pacific
25895,Pacific
25896,Pacific
25897,Pacific
25898,Pacific
25899,Pacific
25900,Pacific
25901,Pacific
25902,Pacific
25903,Pacific
25904,Pacific
25905,Pacific
25906,Pacific
25907,Pacific
25908,Pacific
25909,Pacific
25910,Pacific
25911,Pacific
25912,Pacific
25913,Pacific
25914,Pacific
25915,Atlantic
25916,Pacific
25917,Pacific
25918,Pacific
25919,Pacific
25920,Pacific
25921,Pacific
25922,Pacific
25923,Atlantic
25924,Pacific
25925,Pacific
25926,Pacific
25927,Pacific
25928,Pacific
25929,Pacific
25930,Pacific
25931,Pacific
25932,Pacific
25933,Pacific
25934,Pacific
25935,Pacific
25936,Pacific
25937,Pacific
25938,Pacific
25939,Pacific
25940,Pacific
25941,Indian
25942,Pacific
25943,Pacific
25944,Pacific
25945,Pacific
25946,Atlantic
25947,Pacific
25948,Pacific
25949,Pacific
25950,Pacific
25951,Pacific
25952,Pacific
25953,Atlantic
25954,Pacific
25955,Pacific
25956,Pacific
25957,Pacific
25958,Pacific
25959,Atlantic
25960,Atlantic
25961,Pacific
25962,Pacific
25963,Pacific
25964,Pacific
25965,Pacific
25966,Pacific
25967,Pacific
25968,Pacific
25969,Pacific
25970,Pacific
25971,Pacific
25972,Pacific
25973,Pacific
25974,Pacific
25975,Atlantic
25976,Pacific
25977,Pacific
25978,Atlantic
25979,Pacific
25980,Pacific
25981,Pacific
25982,Pacific
25983,Pacific
25984,False
25985,False
25986,Pacific
25987,Pacific
25988,Pacific
25989,Atlantic
25990,Pacific
25991,Atlantic
25992,Pacific
25993,Pacific
25994,Pacific
25995,Pacific
25996,Pacific
25997,Pacific
25998,Pacific
25999,Pacific
26000,Pacific
26001,Pacific
26002,Pacific
26003,Pacific
26004,Pacific
26005,Pacific
26006,Pacific
26007,Atlantic
26008,Pacific
26009,Pacific
26010,Pacific
26011,Pacific
26012,Pacific
26013,Pacific
26014,Atlantic
26015,Atlantic
26016,Pacific
26017,Pacific
26018,Atlantic
26019,Atlantic
26020,Pacific
26021,Atlantic
26022,Pacific
26023,Atlantic
26024,Pacific
26025,Atlantic
26026,Atlantic
26027,Pacific
26028,Pacific
26029,Pacific
26030,Atlantic
26031,Pacific
26032,Pacific
26033,Atlantic
26034,Atlantic
26035,Atlantic
26036,Pacific
26037,Pacific
26038,Pacific
26039,Pacific
26040,Pacific
26041,Atlantic
26042,Atlantic
26043,Atlantic
26044,Pacific
26045,Atlantic
26046,Atlantic
26047,Atlantic
26048,Atlantic
26049,Pacific
26050,Atlantic
26051,Atlantic
26052,Atlantic
26053,Atlantic
26054,Pacific
26055,Atlantic
26056,Atlantic
26057,Atlantic
26058,Atlantic
26059,Pacific
26060,Atlantic
26061,Pacific
26062,Atlantic
26063,Pacific
26064,Pacific
26065,Atlantic
26066,Pacific
26067,Pacific
26068,Pacific
26069,Pacific
26070,Pacific
26071,Atlantic
26072,Atlantic
26073,Atlantic
26074,Pacific
26075,Atlantic
26076,Pacific
26077,Pacific
26078,Pacific
26079,Atlantic
26080,Atlantic
26081,Atlantic
26082,Atlantic
26083,Atlantic
26084,Pacific
26085,Pacific
26086,Pacific
26087,Pacific
26088,Pacific
26089,Pacific
26090,Pacific
26091,Atlantic
26092,Pacific
26093,Pacific
26094,Pacific
26095,Atlantic
26096,Pacific
26097,Atlantic
26098,Pacific
26099,Atlantic
26100,Atlantic
26101,Pacific
26102,Atlantic
26103,Atlantic
26104,Pacific
26105,Pacific
26106,Pacific
26107,Pacific
26108,Pacific
26109,Pacific
26110,Pacific
26111,Pacific
26112,Pacific
26113,Atlantic
26114,Atlantic
26115,Pacific
26116,Atlantic
26117,Pacific
26118,Pacific
26119,Indian
26120,Atlantic
26121,Pacific
26122,Pacific
26123,Pacific
26124,Pacific
26125,Pacific
26126,Pacific
26127,Atlantic
26128,Atlantic
26129,Pacific
26130,Pacific
26131,Pacific
26132,Pacific
26133,Pacific
26134,Pacific
26135,Pacific
26136,Pacific
26137,Atlantic
26138,Pacific
26139,Pacific
26140,Pacific
26141,Pacific
26142,Pacific
26143,Pacific
26144,Pacific
26145,Pacific
26146,Pacific
26147,Pacific
26148,Pacific
26149,Pacific
26150,Atlantic
26151,Pacific
26152,Pacific
26153,Pacific
26154,Atlantic
26155,Atlantic
26156,Atlantic
26157,Atlantic
26158,Atlantic
26159,Pacific
26160,Pacific
26161,Pacific
26162,Pacific
26163,Atlantic
26164,Atlantic
26165,Pacific
26166,Pacific
26167,Pacific
26168,Pacific
26169,Pacific
26170,Pacific
26171,Pacific
26172,Pacific
26173,Atlantic
26174,Atlantic
26175,Pacific
26176,Pacific
26177,Pacific
26178,Atlantic
26179,Pacific
26180,Pacific
26181,Pacific
26182,Pacific
26183,Pacific
26184,Pacific
26185,Atlantic
26186,Pacific
26187,Pacific
26188,Pacific
26189,Atlantic
26190,Pacific
26191,Pacific
26192,Pacific
26193,Pacific
26194,Pacific
26195,Atlantic
26196,Atlantic
26197,Pacific
26198,Pacific
26199,Pacific
26200,Pacific
26201,Pacific
26202,Pacific
26203,Pacific
26204,Atlantic
26205,Pacific
26206,Pacific
26207,Atlantic
26208,Pacific
26209,Atlantic
26210,Atlantic
26211,Atlantic
26212,Atlantic
26213,Atlantic
26214,Pacific
26215,Pacific
26216,Pacific
26217,Pacific
26218,Pacific
26219,Pacific
26220,Pacific
26221,Pacific
26222,Pacific
26223,Atlantic
26224,Atlantic
26225,Pacific
26226,Pacific
26227,Pacific
26228,Pacific
26229,Pacific
26230,Pacific
26231,Pacific
26232,Atlantic
26233,Atlantic
26234,Atlantic
26235,Pacific
26236,Pacific
26237,Pacific
26238,Pacific
26239,Pacific
26240,Pacific
26241,Pacific
26242,Pacific
26243,Pacific
26244,Pacific
26245,Pacific
26246,Pacific
26247,Pacific
26248,Pacific
26249,Pacific
26250,Pacific
26251,Pacific
26252,Pacific
26253,Pacific
26254,Pacific
26255,Pacific
26256,Pacific
26257,Pacific
26258,Pacific
26259,Pacific
26260,Pacific
26261,Pacific
26262,Pacific
26263,Pacific
26264,Atlantic
26265,Pacific
26266,Pacific
26267,Pacific
26268,Pacific
26269,Pacific
26270,Atlantic
26271,Pacific
26272,Atlantic
26273,Atlantic
26274,Pacific
26275,Pacific
26276,Pacific
26277,Pacific
26278,Pacific
26279,Pacific
26280,Atlantic
26281,Pacific
26282,Atlantic
26283,Atlantic
26284,Atlantic
26285,Pacific
26286,Pacific
26287,Atlantic
26288,Atlantic
26289,Atlantic
26290,Pacific
26291,Pacific
26292,Pacific
26293,Pacific
26294,Pacific
26295,Pacific
26296,Pacific
26297,Pacific
26298,Pacific
26299,Pacific
26300,Pacific
26301,Pacific
26302,Pacific
26303,Pacific
26304,Pacific
26305,Pacific
26306,Pacific
26307,Pacific
26308,Atlantic
26309,Pacific
26310,Pacific
26311,Pacific
26312,Pacific
26313,Atlantic
26314,Pacific
26315,Pacific
26316,Pacific
26317,Pacific
26318,Pacific
26319,Pacific
26320,Pacific
26321,Pacific
26322,Pacific
26323,Pacific
26324,Atlantic
26325,Pacific
26326,Pacific
26327,Atlantic
26328,Atlantic
26329,Atlantic
26330,Atlantic
26331,Pacific
26332,Atlantic
26333,Pacific
26334,Atlantic
26335,Pacific
26336,Pacific
26337,Atlantic
26338,Pacific
26339,Pacific
26340,Pacific
26341,Pacific
26342,Pacific
26343,Pacific
26344,Pacific
26345,Pacific
26346,Pacific
26347,Pacific
26348,Pacific
26349,Atlantic
26350,Pacific
26351,Pacific
26352,Pacific
26353,Atlantic
26354,Atlantic
26355,Pacific
26356,Pacific
26357,Pacific
26358,Pacific
26359,Pacific
26360,Pacific
26361,Atlantic
26362,Pacific
26363,Pacific
26364,Pacific
26365,Atlantic
26366,Atlantic
26367,Pacific
26368,Atlantic
26369,Atlantic
26370,Atlantic
26371,Atlantic
26372,Pacific
26373,Pacific
26374,Pacific
26375,Pacific
26376,Pacific
26377,Pacific
26378,Atlantic
26379,Pacific
26380,Pacific
26381,Pacific
26382,Pacific
26383,Pacific
26384,Pacific
26385,Atlantic
26386,Atlantic
26387,Atlantic
26388,Pacific
26389,Pacific
26390,Atlantic
26391,Pacific
26392,Atlantic
26393,Pacific
26394,Pacific
26395,Atlantic
26396,Pacific
26397,Pacific
26398,Pacific
26399,Pacific
26400,Pacific
26401,Pacific
26402,Pacific
26403,Pacific
26404,Pacific
26405,Atlantic
26406,Pacific
26407,Pacific
26408,Pacific
26409,Pacific
26410,Pacific
26411,Pacific
26412,Pacific
26413,Pacific
26414,Pacific
26415,Pacific
26416,Pacific
26417,Atlantic
26418,Pacific
26419,Pacific
26420,Pacific
26421,Pacific
26422,Pacific
26423,Pacific
26424,Pacific
26425,Pacific
26426,Pacific
26427,Pacific
26428,Pacific
26429,Pacific
26430,Pacific
26431,Atlantic
26432,Pacific
26433,Pacific
26434,Pacific
26435,Pacific
26436,Pacific
26437,Pacific
26438,Pacific
26439,Pacific
26440,Pacific
26441,Pacific
26442,Pacific
26443,Atlantic
26444,Atlantic
26445,Pacific
26446,Pacific
26447,Pacific
26448,Pacific
26449,Pacific
26450,Atlantic
26451,Pacific
26452,Pacific
26453,Pacific
26454,Pacific
26455,Pacific
26456,Pacific
26457,Pacific
26458,Pacific
26459,Pacific
26460,Pacific
26461,Pacific
26462,Atlantic
26463,Atlantic
26464,Atlantic
26465,Pacific
26466,Atlantic
26467,Pacific
26468,Pacific
26469,Pacific
26470,Pacific
26471,Pacific
26472,Pacific
26473,Pacific
26474,Pacific
26475,Atlantic
26476,Pacific
26477,Pacific
26478,Pacific
26479,Pacific
26480,Pacific
26481,Pacific
26482,Pacific
26483,Pacific
26484,Pacific
26485,Pacific
26486,Pacific
26487,Pacific
26488,Pacific
26489,Pacific
26490,Pacific
26491,Atlantic
26492,Pacific
26493,Pacific
26494,Pacific
26495,Pacific
26496,Pacific
26497,Atlantic
26498,Pacific
26499,Pacific
26500,Pacific
26501,Pacific
26502,Pacific
26503,Pacific
26504,Pacific
26505,Pacific
26506,Pacific
26507,Pacific
26508,Pacific
26509,Pacific
26510,Pacific
26511,Pacific
26512,Pacific
26513,Atlantic
26514,Pacific
26515,Pacific
26516,Pacific
26517,Pacific
26518,Pacific
26519,Pacific
26520,Pacific
26521,Pacific
26522,Pacific
26523,Pacific
26524,Pacific
26525,Pacific
26526,Pacific
26527,Atlantic
26528,Pacific
26529,Pacific
26530,Pacific
26531,Pacific
26532,Pacific
26533,Indian
26534,Atlantic
26535,Pacific
26536,Indian
26537,Pacific
26538,Pacific
26539,Pacific
26540,Pacific
26541,Pacific
26542,Pacific
26543,Atlantic
26544,Pacific
26545,Pacific
26546,Pacific
26547,Pacific
26548,Pacific
26549,Pacific
26550,Pacific
26551,Pacific
26552,Pacific
26553,Pacific
26554,Pacific
26555,Pacific
26556,Pacific
26557,Atlantic
26558,Pacific
26559,Pacific
26560,Pacific
26561,Pacific
26562,Pacific
26563,Pacific
26564,Pacific
26565,Pacific
26566,Pacific
26567,Pacific
26568,Pacific
26569,Pacific
26570,Pacific
26571,Pacific
26572,Pacific
26573,Pacific
26574,Pacific
26575,Pacific
26576,Atlantic
26577,Pacific
26578,Pacific
26579,Pacific
26580,Pacific
26581,Pacific
26582,Pacific
26583,Pacific
26584,Pacific
26585,Pacific
26586,Atlantic
26587,Pacific
26588,Pacific
26589,Pacific
26590,Pacific
26591,Pacific
26592,Pacific
26593,Pacific
26594,Atlantic
26595,Pacific
26596,Indian
26597,Indian
26598,Pacific
26599,Pacific
26600,Pacific
26601,Pacific
26602,Pacific
26603,Pacific
26604,Pacific
26605,Pacific
26606,Pacific
26607,Pacific
26608,Pacific
26609,Pacific
26610,Pacific
26611,Pacific
26612,Atlantic
26613,Pacific
26614,Pacific
26615,Pacific
26616,Pacific
26617,Pacific
26618,Pacific
26619,Pacific
26620,Pacific
26621,Pacific
26622,Pacific
26623,Pacific
26624,Pacific
26625,Pacific
26626,Pacific
26627,Pacific
26628,Atlantic
26629,Pacific
26630,Pacific
26631,Pacific
26632,Pacific
26633,Pacific
26634,Pacific
26635,Pacific
26636,Pacific
26637,Pacific
26638,Pacific
26639,Pacific
26640,Pacific
26641,Pacific
26642,Pacific
26643,Pacific
26644,Pacific
26645,Pacific
26646,Pacific
26647,Pacific
26648,Pacific
26649,Pacific
26650,Pacific
26651,Pacific
26652,Pacific
26653,Pacific
26654,Pacific
26655,Pacific
26656,Pacific
26657,Pacific
26658,Pacific
26659,Pacific
26660,Atlantic
26661,Pacific
26662,Atlantic
26663,Pacific
26664,Atlantic
26665,Pacific
26666,Atlantic
26667,Pacific
26668,Pacific
26669,Pacific
26670,Pacific
26671,Pacific
26672,Pacific
26673,Atlantic
26674,Pacific
26675,Pacific
26676,Pacific
26677,Pacific
26678,Pacific
26679,Pacific
26680,Pacific
26681,Pacific
26682,Pacific
26683,Pacific
26684,Pacific
26685,Pacific
26686,Pacific
26687,Pacific
26688,Atlantic
26689,Pacific
26690,Atlantic
26691,Atlantic
26692,Atlantic
26693,Pacific
26694,Atlantic
26695,Atlantic
26696,Atlantic
26697,Pacific
26698,Pacific
26699,Pacific
26700,Pacific
26701,Pacific
26702,Pacific
26703,Pacific
26704,Pacific
26705,Pacific
26706,Pacific
26707,Pacific
26708,Pacific
26709,Pacific
26710,Pacific
26711,Pacific
26712,Pacific
26713,Pacific
26714,Pacific
26715,Pacific
26716,Pacific
26717,Pacific
26718,Pacific
26719,Pacific
26720,Pacific
26721,Atlantic
26722,Atlantic
26723,Atlantic
26724,Pacific
26725,Pacific
26726,Pacific
26727,Pacific
26728,Pacific
26729,Atlantic
26730,Atlantic
26731,Atlantic
26732,Atlantic
26733,Atlantic
26734,Pacific
26735,Pacific
26736,Pacific
26737,Pacific
26738,Atlantic
26739,Atlantic
26740,Pacific
26741,Atlantic
26742,Atlantic
26743,Pacific
26744,Pacific
26745,Atlantic
26746,Pacific
26747,Atlantic
26748,Atlantic
26749,Atlantic
26750,Pacific
26751,Pacific
26752,Atlantic
26753,Atlantic
26754,Atlantic
26755,Atlantic
26756,Pacific
26757,Atlantic
26758,Atlantic
26759,Pacific
26760,Atlantic
26761,Atlantic
26762,Atlantic
26763,Pacific
26764,Atlantic
26765,Atlantic
26766,Indian
26767,Atlantic
26768,Atlantic
26769,Atlantic
26770,Pacific
26771,Pacific
26772,Atlantic
26773,Pacific
26774,Pacific
26775,Atlantic
26776,Pacific
26777,Pacific
26778,Pacific
26779,Atlantic
26780,Atlantic
26781,Pacific
26782,Pacific
26783,Pacific
26784,Pacific
26785,Atlantic
26786,Atlantic
26787,Pacific
26788,Atlantic
26789,Atlantic
26790,Atlantic
26791,Pacific
26792,Pacific
26793,Pacific
26794,Atlantic
26795,Atlantic
26796,Pacific
26797,Atlantic
26798,Atlantic
26799,Pacific
26800,Pacific
26801,Pacific
26802,Pacific
26803,Pacific
26804,Pacific
26805,Pacific
26806,Pacific
26807,Pacific
26808,Pacific
26809,Pacific
26810,Atlantic
26811,Pacific
26812,Pacific
26813,Pacific
26814,Pacific
26815,Atlantic
26816,Pacific
26817,Pacific
26818,Pacific
26819,Pacific
26820,Pacific
26821,Pacific
26822,Atlantic
26823,Atlantic
26824,Atlantic
26825,Atlantic
26826,Pacific
26827,Pacific
26828,Pacific
26829,Pacific
26830,Pacific
26831,Atlantic
26832,Indian
26833,Pacific
26834,Pacific
26835,Pacific
26836,Pacific
26837,Pacific
26838,Pacific
26839,Pacific
26840,Pacific
26841,Pacific
26842,Pacific
26843,Atlantic
26844,Pacific
26845,Atlantic
26846,Pacific
26847,Atlantic
26848,Pacific
26849,Atlantic
26850,Pacific
26851,Pacific
26852,Pacific
26853,Pacific
26854,Pacific
26855,Pacific
26856,Pacific
