,oceans_list
1825,Pacific
1826,Pacific
1827,Atlantic
1828,Pacific
1829,Pacific
1830,Pacific
1831,Pacific
1832,Pacific
1833,Pacific
1834,Pacific
1835,Pacific
1836,Atlantic
1837,Atlantic
1838,Pacific
1839,Pacific
1840,Pacific
1841,Pacific
1842,Pacific
1843,Pacific
1844,Pacific
1845,Pacific
1846,Pacific
1847,Pacific
1848,Pacific
1849,Pacific
1850,Pacific
1851,Pacific
1852,Pacific
1853,Atlantic
1854,Pacific
1855,Pacific
1856,Pacific
1857,Pacific
1858,Pacific
1859,Atlantic
1860,Pacific
1861,Pacific
1862,False
1863,Pacific
1864,Pacific
1865,Pacific
1866,Pacific
1867,Pacific
1868,Pacific
1869,Pacific
1870,Atlantic
1871,Atlantic
1872,Atlantic
1873,Atlantic
1874,Atlantic
1875,Pacific
1876,Pacific
1877,Pacific
1878,Pacific
1879,Pacific
1880,Pacific
1881,Pacific
1882,Pacific
1883,Atlantic
1884,Pacific
1885,Atlantic
1886,Atlantic
1887,Atlantic
1888,Atlantic
1889,False
1890,Atlantic
1891,False
1892,Indian
1893,Indian
1894,Indian
1895,Indian
1896,Indian
1897,Indian
1898,Indian
1899,Indian
1900,Indian
1901,Indian
1902,False
1903,Indian
1904,Indian
1905,Indian
1906,Indian
1907,Indian
1908,Atlantic
1909,Indian
1910,Atlantic
1911,Atlantic
1912,Atlantic
1913,Atlantic
1914,Atlantic
1915,Atlantic
1916,Atlantic
1917,Atlantic
1918,Atlantic
1919,Atlantic
1920,Atlantic
1921,Atlantic
1922,Atlantic
1923,Atlantic
1924,Atlantic
1925,Indian
1926,Indian
1927,Indian
1928,Indian
1929,Indian
1930,Indian
1931,Indian
1932,Indian
1933,False
1934,Atlantic
1935,Atlantic
1936,Atlantic
1937,False
1938,Atlantic
1939,Indian
1940,Atlantic
1941,Pacific
1942,Atlantic
1943,Atlantic
1944,Atlantic
1945,Atlantic
1946,Atlantic
1947,Atlantic
1948,Atlantic
1949,Atlantic
1950,Atlantic
1951,Atlantic
1952,Atlantic
1953,Atlantic
1954,Atlantic
1955,Atlantic
1956,Atlantic
1957,Atlantic
1958,Atlantic
1959,Atlantic
1960,Atlantic
1961,Atlantic
1962,Atlantic
1963,Atlantic
1964,Atlantic
1965,Atlantic
1966,Atlantic
1967,Atlantic
1968,Atlantic
1969,Atlantic
1970,Atlantic
1971,Atlantic
1972,Atlantic
1973,Atlantic
1974,Atlantic
1975,Atlantic
1976,Atlantic
1977,Atlantic
1978,Atlantic
1979,Atlantic
1980,Atlantic
1981,Atlantic
1982,Atlantic
1983,Atlantic
1984,Atlantic
1985,Pacific
1986,False
1987,Atlantic
1988,Pacific
1989,Pacific
1990,Pacific
1991,Pacific
1992,Pacific
1993,False
1994,Pacific
1995,Pacific
1996,Pacific
1997,Pacific
1998,Pacific
1999,Atlantic
2000,Atlantic
2001,Indian
2002,Indian
2003,Pacific
2004,Pacific
2005,Pacific
2006,Atlantic
2007,Atlantic
2008,Atlantic
2009,Atlantic
2010,Pacific
2011,Atlantic
2012,Pacific
2013,Pacific
2014,Pacific
2015,Pacific
2016,Pacific
2017,Pacific
2018,Pacific
2019,Pacific
2020,Pacific
2021,Atlantic
2022,Atlantic
2023,Pacific
2024,Pacific
2025,Pacific
2026,Pacific
2027,Pacific
2028,Pacific
2029,Pacific
2030,Pacific
2031,Pacific
2032,Pacific
2033,Pacific
2034,Pacific
2035,Pacific
2036,Pacific
2037,Pacific
2038,Pacific
2039,Pacific
2040,Pacific
2041,Pacific
2042,Pacific
2043,Pacific
2044,Pacific
2045,Pacific
2046,Pacific
2047,Pacific
2048,Pacific
2049,Pacific
2050,Pacific
2051,Pacific
2052,Pacific
2053,Pacific
2054,Pacific
2055,False
2056,Pacific
2057,Atlantic
2058,Atlantic
2059,Atlantic
2060,Atlantic
2061,Atlantic
2062,Atlantic
2063,Pacific
2064,Pacific
2065,Pacific
2066,False
2067,Pacific
2068,Pacific
2069,Pacific
2070,Pacific
2071,Pacific
2072,Pacific
2073,Pacific
2074,Pacific
2075,Pacific
2076,Pacific
2077,Pacific
2078,Pacific
2079,Pacific
2080,Atlantic
2081,Atlantic
2082,Atlantic
2083,Atlantic
2084,Atlantic
2085,Atlantic
2086,Pacific
2087,Indian
2088,False
2089,False
2090,Indian
2091,Indian
2092,Indian
2093,Indian
2094,Indian
2095,Indian
2096,Indian
2097,Indian
2098,False
2099,False
2100,False
2101,False
2102,False
2103,Indian
2104,Atlantic
2105,Atlantic
2106,Atlantic
2107,Atlantic
2108,Atlantic
2109,Atlantic
2110,Atlantic
2111,Atlantic
2112,Atlantic
2113,Atlantic
2114,Atlantic
2115,Atlantic
2116,Indian
2117,Indian
2118,Indian
2119,Indian
2120,Atlantic
2121,Atlantic
2122,Atlantic
2123,Atlantic
2124,Pacific
2125,Atlantic
2126,Atlantic
2127,Pacific
2128,Atlantic
2129,Atlantic
2130,Atlantic
2131,Atlantic
2132,Atlantic
2133,Atlantic
2134,Atlantic
2135,Atlantic
2136,Atlantic
2137,Atlantic
2138,Atlantic
2139,Atlantic
2140,Atlantic
2141,Atlantic
2142,Atlantic
2143,Atlantic
2144,Atlantic
2145,Atlantic
2146,Atlantic
2147,Atlantic
2148,Atlantic
2149,Atlantic
2150,Atlantic
2151,Atlantic
2152,Atlantic
2153,Atlantic
2154,Atlantic
2155,Atlantic
2156,Atlantic
2157,Atlantic
2158,Atlantic
2159,Atlantic
2160,Atlantic
2161,Pacific
2162,Pacific
2163,Pacific
2164,Pacific
2165,Pacific
2166,Pacific
2167,Pacific
2168,Atlantic
2169,Pacific
2170,Pacific
2171,Pacific
2172,Pacific
2173,Atlantic
2174,Pacific
2175,Pacific
2176,Pacific
2177,Atlantic
2178,Atlantic
2179,Atlantic
2180,Pacific
2181,Pacific
2182,Atlantic
2183,Pacific
2184,Atlantic
2185,Atlantic
2186,Atlantic
2187,Atlantic
2188,Pacific
2189,Pacific
2190,False
2191,False
2192,Pacific
2193,Pacific
2194,Pacific
2195,Pacific
2196,Pacific
2197,Pacific
2198,Pacific
2199,Pacific
2200,Pacific
2201,Atlantic
2202,Pacific
2203,False
2204,False
2205,Atlantic
2206,Atlantic
2207,Pacific
2208,Pacific
2209,Pacific
2210,Pacific
2211,Pacific
2212,Pacific
2213,Pacific
2214,Pacific
2215,Pacific
2216,Atlantic
2217,Pacific
2218,Pacific
2219,Pacific
2220,Pacific
2221,Pacific
2222,Pacific
2223,Pacific
2224,False
2225,Pacific
2226,Pacific
2227,Pacific
2228,Atlantic
2229,Atlantic
2230,Atlantic
2231,Atlantic
2232,Pacific
2233,Pacific
2234,Pacific
2235,Pacific
2236,False
2237,Atlantic
2238,Atlantic
2239,Atlantic
2240,Atlantic
2241,Indian
2242,Pacific
2243,Atlantic
2244,Indian
2245,Pacific
2246,Pacific
2247,Pacific
2248,Pacific
2249,Pacific
2250,Pacific
2251,Pacific
2252,Atlantic
2253,Atlantic
2254,Atlantic
2255,Indian
2256,Indian
2257,Indian
2258,False
2259,Indian
2260,Indian
2261,Indian
2262,Indian
2263,Indian
2264,False
2265,False
2266,Pacific
2267,Indian
2268,Indian
2269,Indian
2270,Indian
2271,Atlantic
2272,Atlantic
2273,Atlantic
2274,Atlantic
2275,Atlantic
2276,Atlantic
2277,Atlantic
2278,Atlantic
2279,Atlantic
2280,Atlantic
2281,Atlantic
2282,Atlantic
2283,Atlantic
2284,Atlantic
2285,Atlantic
2286,Indian
2287,Indian
2288,Indian
2289,Indian
2290,Indian
2291,Indian
2292,Indian
2293,Atlantic
2294,Atlantic
2295,Atlantic
2296,Atlantic
2297,False
2298,Atlantic
2299,Atlantic
2300,Atlantic
2301,Pacific
2302,Pacific
2303,Pacific
2304,Atlantic
2305,Pacific
2306,Atlantic
2307,Pacific
2308,Indian
2309,Atlantic
2310,Atlantic
2311,Atlantic
2312,Atlantic
2313,Pacific
2314,Pacific
2315,Atlantic
2316,Atlantic
2317,Pacific
2318,Pacific
2319,False
2320,Atlantic
2321,Atlantic
2322,Atlantic
2323,Atlantic
2324,Atlantic
2325,Pacific
2326,Pacific
2327,Indian
2328,Atlantic
2329,Atlantic
2330,Atlantic
2331,Atlantic
2332,False
2333,Atlantic
2334,Pacific
2335,Atlantic
2336,Pacific
2337,Pacific
2338,False
2339,Atlantic
2340,Atlantic
2341,Atlantic
2342,Atlantic
2343,Atlantic
2344,Atlantic
2345,Pacific
2346,Atlantic
2347,Atlantic
2348,False
2349,Atlantic
2350,Atlantic
2351,Pacific
2352,Atlantic
2353,Atlantic
2354,Atlantic
2355,Atlantic
2356,Indian
2357,Atlantic
2358,Atlantic
2359,Atlantic
2360,Indian
2361,Indian
2362,Atlantic
2363,False
2364,Pacific
2365,Indian
2366,Atlantic
2367,Atlantic
2368,Pacific
2369,Indian
2370,Pacific
2371,Atlantic
2372,Atlantic
2373,Pacific
2374,Pacific
2375,Indian
2376,Indian
2377,Atlantic
2378,Atlantic
2379,Atlantic
2380,Pacific
2381,Atlantic
2382,Atlantic
2383,Atlantic
2384,Atlantic
2385,Atlantic
2386,Atlantic
2387,Pacific
2388,False
2389,Atlantic
2390,Pacific
2391,Pacific
2392,Atlantic
2393,Atlantic
2394,Pacific
2395,Atlantic
2396,Atlantic
2397,Pacific
2398,Atlantic
2399,Pacific
2400,Atlantic
2401,Atlantic
2402,False
2403,Atlantic
2404,Pacific
2405,Indian
2406,Atlantic
2407,Indian
2408,Pacific
2409,Atlantic
2410,Atlantic
2411,Indian
2412,False
2413,Pacific
2414,Pacific
2415,Pacific
2416,Pacific
2417,Atlantic
2418,Atlantic
2419,False
2420,Atlantic
2421,Pacific
2422,False
2423,Atlantic
2424,False
2425,Atlantic
2426,Indian
2427,Atlantic
2428,Atlantic
2429,Pacific
2430,Atlantic
2431,Atlantic
2432,Pacific
2433,Indian
2434,Atlantic
2435,Pacific
2436,Pacific
2437,Atlantic
2438,Pacific
2439,Atlantic
2440,Pacific
2441,Indian
2442,Atlantic
2443,Pacific
2444,Pacific
2445,Atlantic
2446,Atlantic
2447,Indian
2448,Pacific
2449,False
2450,Atlantic
2451,Atlantic
2452,Pacific
2453,Pacific
2454,Atlantic
2455,Pacific
2456,Pacific
2457,Pacific
2458,Pacific
2459,Pacific
2460,Pacific
2461,Atlantic
2462,Atlantic
2463,Pacific
2464,Atlantic
2465,Pacific
2466,Pacific
2467,Pacific
2468,Pacific
2469,Pacific
2470,Pacific
2471,Pacific
2472,Atlantic
2473,Pacific
2474,Pacific
2475,Pacific
2476,Atlantic
2477,Indian
2478,Pacific
2479,False
2480,Atlantic
2481,Atlantic
2482,Atlantic
2483,False
2484,Indian
2485,Pacific
2486,False
2487,Pacific
2488,Atlantic
2489,Atlantic
2490,False
2491,Atlantic
2492,Pacific
2493,Pacific
2494,False
2495,Pacific
2496,Indian
2497,False
2498,Atlantic
2499,Atlantic
2500,Pacific
2501,Pacific
2502,Atlantic
2503,Pacific
2504,Atlantic
2505,Atlantic
2506,Atlantic
2507,Atlantic
2508,Pacific
2509,Pacific
2510,Atlantic
2511,Atlantic
2512,Atlantic
2513,Pacific
2514,Atlantic
2515,Atlantic
2516,Atlantic
2517,Indian
2518,Atlantic
2519,Atlantic
2520,Atlantic
2521,Atlantic
2522,Atlantic
2523,Pacific
2524,Atlantic
2525,Pacific
2526,Atlantic
2527,Atlantic
2528,Atlantic
2529,Atlantic
2530,Indian
2531,Indian
2532,Atlantic
2533,Atlantic
2534,Atlantic
2535,Atlantic
2536,Atlantic
2537,Atlantic
2538,Atlantic
2539,Pacific
2540,Atlantic
2541,Atlantic
2542,Atlantic
2543,Pacific
2544,Atlantic
2545,Atlantic
2546,Atlantic
2547,Atlantic
2548,Atlantic
2549,Atlantic
2550,Atlantic
2551,Atlantic
2552,Pacific
2553,Atlantic
2554,Indian
2555,Indian
2556,Pacific
2557,Indian
2558,Atlantic
2559,Atlantic
2560,Atlantic
2561,Pacific
2562,Atlantic
2563,Atlantic
2564,Pacific
2565,Pacific
2566,Atlantic
2567,Atlantic
2568,Indian
2569,Pacific
2570,Pacific
2571,Indian
2572,Indian
2573,Atlantic
2574,Atlantic
2575,Pacific
2576,False
2577,Pacific
2578,Indian
2579,Atlantic
2580,Pacific
2581,Pacific
2582,Atlantic
2583,Pacific
2584,Atlantic
2585,Atlantic
2586,Atlantic
2587,Atlantic
2588,Atlantic
2589,Pacific
2590,Atlantic
2591,Atlantic
2592,Pacific
2593,Pacific
2594,Atlantic
2595,Pacific
2596,Atlantic
2597,Atlantic
2598,Pacific
2599,Atlantic
2600,Pacific
2601,Pacific
2602,Atlantic
2603,Pacific
2604,Pacific
2605,Atlantic
2606,Atlantic
2607,Pacific
2608,Atlantic
2609,Pacific
2610,Pacific
2611,Pacific
2612,Pacific
2613,Indian
2614,Atlantic
2615,Pacific
2616,Pacific
2617,Atlantic
2618,Atlantic
2619,Pacific
2620,Pacific
2621,Atlantic
2622,Atlantic
2623,Pacific
2624,Atlantic
2625,Pacific
2626,Atlantic
2627,Atlantic
2628,Atlantic
2629,False
2630,Pacific
2631,False
2632,Atlantic
2633,Pacific
2634,False
2635,Pacific
2636,Atlantic
2637,Pacific
2638,Atlantic
2639,Pacific
2640,Atlantic
2641,Pacific
2642,Indian
2643,Pacific
2644,False
2645,Indian
2646,Pacific
2647,False
2648,Indian
2649,Pacific
2650,Pacific
2651,Pacific
2652,Indian
2653,Pacific
2654,Indian
2655,Pacific
2656,Pacific
2657,False
2658,Atlantic
2659,Atlantic
2660,Pacific
2661,Pacific
2662,Atlantic
2663,Atlantic
2664,Atlantic
2665,Atlantic
2666,Atlantic
2667,Atlantic
2668,Atlantic
2669,Atlantic
2670,Atlantic
2671,Atlantic
2672,Atlantic
2673,Atlantic
2674,Atlantic
2675,Atlantic
2676,Atlantic
2677,Atlantic
2678,Atlantic
2679,Atlantic
2680,Atlantic
2681,Atlantic
2682,Atlantic
2683,Atlantic
2684,Atlantic
2685,Atlantic
2686,Atlantic
2687,Atlantic
2688,Atlantic
2689,Atlantic
2690,Atlantic
2691,Atlantic
2692,Atlantic
2693,Atlantic
2694,Atlantic
2695,Atlantic
2696,Atlantic
2697,Atlantic
2698,Atlantic
2699,Atlantic
2700,Atlantic
2701,Atlantic
2702,Atlantic
2703,Pacific
2704,False
2705,Pacific
2706,Pacific
2707,Pacific
2708,Pacific
2709,Pacific
2710,False
2711,Pacific
2712,Pacific
2713,Atlantic
2714,Pacific
2715,Atlantic
2716,Pacific
2717,Pacific
2718,Pacific
2719,Atlantic
2720,Atlantic
2721,Atlantic
2722,Pacific
2723,Atlantic
2724,Pacific
2725,Atlantic
2726,Pacific
2727,Atlantic
2728,Atlantic
2729,Atlantic
2730,Atlantic
2731,Pacific
2732,Pacific
2733,Pacific
2734,Pacific
2735,Pacific
2736,Pacific
2737,Pacific
2738,Pacific
2739,Atlantic
2740,Pacific
2741,Pacific
2742,Pacific
2743,Pacific
2744,Pacific
2745,Pacific
2746,Pacific
2747,Pacific
2748,Pacific
2749,Pacific
2750,Pacific
2751,Pacific
2752,Pacific
2753,Pacific
2754,Pacific
2755,Pacific
2756,Pacific
2757,Pacific
2758,Pacific
2759,Pacific
2760,Pacific
2761,Pacific
2762,Pacific
2763,Pacific
2764,Pacific
2765,Pacific
2766,False
2767,Pacific
2768,Pacific
2769,False
2770,Atlantic
2771,Atlantic
2772,Atlantic
2773,Atlantic
2774,Pacific
2775,Pacific
2776,Pacific
2777,Pacific
2778,Pacific
2779,Pacific
2780,Pacific
2781,Indian
2782,Pacific
2783,Pacific
2784,Pacific
2785,Pacific
2786,Pacific
2787,Pacific
2788,False
2789,Pacific
2790,Pacific
2791,Pacific
2792,Pacific
2793,Pacific
2794,Atlantic
2795,Pacific
2796,False
2797,Indian
2798,Indian
2799,Indian
2800,Indian
2801,Indian
2802,False
2803,Indian
2804,Indian
2805,Indian
2806,False
2807,False
2808,Pacific
2809,Pacific
2810,Indian
2811,Indian
2812,Indian
2813,False
2814,Atlantic
2815,Atlantic
2816,Atlantic
2817,Atlantic
2818,Atlantic
2819,Atlantic
2820,Atlantic
2821,Atlantic
2822,Atlantic
2823,Atlantic
2824,Atlantic
2825,Atlantic
2826,Atlantic
2827,Atlantic
2828,Atlantic
2829,Indian
2830,Indian
2831,Indian
2832,Atlantic
2833,Atlantic
2834,Atlantic
2835,Pacific
2836,False
2837,Atlantic
2838,Atlantic
2839,False
2840,Pacific
2841,False
2842,Indian
2843,Pacific
2844,Atlantic
2845,Pacific
2846,Pacific
2847,False
2848,Pacific
2849,Pacific
2850,Atlantic
2851,Pacific
2852,Atlantic
2853,Pacific
2854,Pacific
2855,Indian
2856,Atlantic
2857,Atlantic
2858,Pacific
2859,Pacific
2860,Pacific
2861,Atlantic
2862,Atlantic
2863,Pacific
2864,Pacific
2865,Pacific
2866,Pacific
2867,Indian
2868,Pacific
2869,Atlantic
2870,Atlantic
2871,Atlantic
2872,Atlantic
2873,Pacific
2874,Atlantic
2875,Atlantic
2876,Pacific
2877,Atlantic
2878,Pacific
2879,Indian
2880,Pacific
2881,Atlantic
2882,Atlantic
2883,Atlantic
2884,Atlantic
2885,Atlantic
2886,Indian
2887,Pacific
2888,Atlantic
2889,Pacific
2890,Pacific
2891,Atlantic
2892,Atlantic
2893,Indian
2894,Atlantic
2895,Atlantic
2896,Atlantic
2897,Pacific
2898,Atlantic
2899,Atlantic
2900,Pacific
2901,Atlantic
2902,Pacific
2903,Atlantic
2904,Atlantic
2905,Atlantic
2906,Atlantic
2907,Pacific
2908,Pacific
2909,Atlantic
2910,Atlantic
2911,Atlantic
2912,Atlantic
2913,Pacific
2914,Atlantic
2915,Atlantic
2916,Atlantic
2917,Atlantic
2918,Atlantic
2919,Pacific
2920,Indian
2921,Pacific
2922,Atlantic
2923,Pacific
2924,Indian
2925,Atlantic
2926,Indian
2927,Indian
2928,Atlantic
2929,Atlantic
2930,Atlantic
2931,Pacific
2932,False
2933,Pacific
2934,Pacific
2935,Atlantic
2936,Pacific
2937,Atlantic
2938,Pacific
2939,Pacific
2940,Indian
2941,Atlantic
2942,Pacific
2943,Atlantic
2944,Pacific
2945,Pacific
2946,Atlantic
2947,Indian
2948,Atlantic
2949,Pacific
2950,Pacific
2951,Atlantic
2952,Indian
2953,Pacific
2954,Atlantic
2955,Indian
2956,Pacific
2957,Atlantic
2958,Atlantic
2959,Pacific
2960,Pacific
2961,Atlantic
2962,Atlantic
2963,Atlantic
2964,Pacific
2965,Atlantic
2966,Atlantic
2967,Atlantic
2968,Atlantic
2969,Atlantic
2970,False
2971,Atlantic
2972,Pacific
2973,Atlantic
2974,Atlantic
2975,False
2976,Pacific
2977,Atlantic
2978,Pacific
2979,Pacific
2980,Atlantic
2981,Atlantic
2982,Pacific
2983,Pacific
2984,Indian
2985,Pacific
2986,Pacific
2987,Pacific
2988,Pacific
2989,Pacific
2990,False
2991,False
2992,Pacific
2993,Pacific
2994,Atlantic
2995,Pacific
2996,Atlantic
2997,Pacific
2998,False
2999,Pacific
3000,Atlantic
3001,Atlantic
3002,Atlantic
3003,False
3004,Atlantic
3005,False
3006,Atlantic
3007,Pacific
3008,Pacific
3009,Pacific
3010,Pacific
3011,Pacific
3012,Atlantic
3013,Pacific
3014,Atlantic
3015,Pacific
3016,Atlantic
3017,Pacific
3018,Atlantic
3019,Pacific
3020,Atlantic
3021,Pacific
3022,Pacific
3023,Indian
3024,False
3025,Pacific
3026,Pacific
3027,Pacific
3028,Indian
3029,Pacific
3030,Indian
3031,Atlantic
3032,Pacific
3033,Pacific
3034,Pacific
3035,Atlantic
3036,Pacific
3037,Pacific
3038,Pacific
3039,Pacific
3040,Atlantic
3041,Atlantic
3042,Atlantic
3043,Pacific
3044,Atlantic
3045,Pacific
3046,False
3047,Atlantic
3048,Atlantic
3049,Pacific
3050,Pacific
3051,Indian
3052,Pacific
3053,False
3054,Atlantic
3055,Atlantic
3056,Pacific
3057,Pacific
3058,Atlantic
3059,Atlantic
3060,Atlantic
3061,Atlantic
3062,Atlantic
3063,Atlantic
3064,Atlantic
3065,Pacific
3066,Pacific
3067,Atlantic
3068,Atlantic
3069,Atlantic
3070,Atlantic
3071,Atlantic
3072,Atlantic
3073,Pacific
3074,Pacific
3075,Indian
3076,Pacific
3077,Pacific
3078,Pacific
3079,Atlantic
3080,Pacific
3081,Atlantic
3082,Atlantic
3083,Atlantic
3084,Pacific
3085,Atlantic
3086,Pacific
3087,Pacific
3088,Atlantic
3089,Pacific
3090,False
3091,False
3092,Indian
3093,Atlantic
3094,Pacific
3095,Indian
3096,Atlantic
3097,Atlantic
3098,Atlantic
3099,Atlantic
3100,Pacific
3101,Indian
3102,Atlantic
3103,Atlantic
3104,False
3105,False
3106,Atlantic
3107,Pacific
3108,Atlantic
3109,Pacific
3110,Atlantic
3111,Atlantic
3112,Pacific
3113,Pacific
3114,Pacific
3115,Atlantic
3116,Pacific
3117,Atlantic
3118,Atlantic
3119,Atlantic
3120,Pacific
3121,Indian
3122,Atlantic
3123,Pacific
3124,Atlantic
3125,False
3126,Indian
3127,Indian
3128,Pacific
3129,Indian
3130,Pacific
3131,Atlantic
3132,Atlantic
3133,Pacific
3134,False
3135,Pacific
3136,Pacific
3137,Atlantic
3138,Atlantic
3139,Pacific
3140,Pacific
3141,Indian
3142,Atlantic
3143,Atlantic
3144,Indian
3145,Pacific
3146,Atlantic
3147,Atlantic
3148,Pacific
3149,Atlantic
3150,Pacific
3151,Atlantic
3152,Indian
3153,Pacific
3154,Pacific
3155,Pacific
3156,Atlantic
3157,Atlantic
3158,Atlantic
3159,Atlantic
3160,Pacific
3161,False
3162,Pacific
3163,Pacific
3164,Pacific
3165,Pacific
3166,Atlantic
3167,Atlantic
3168,Atlantic
3169,Indian
3170,Pacific
3171,False
3172,Pacific
3173,Pacific
3174,Atlantic
3175,Atlantic
3176,False
3177,Atlantic
3178,Pacific
3179,Pacific
3180,Atlantic
3181,Pacific
3182,Pacific
3183,Atlantic
3184,Atlantic
3185,Pacific
3186,Pacific
3187,Indian
3188,False
3189,Pacific
3190,Atlantic
3191,False
3192,Atlantic
3193,Pacific
3194,Atlantic
3195,Pacific
3196,Pacific
3197,False
3198,Pacific
3199,False
3200,Atlantic
3201,False
3202,False
3203,False
3204,Atlantic
3205,False
3206,Pacific
3207,Pacific
3208,Pacific
3209,Atlantic
3210,Pacific
3211,Pacific
3212,Pacific
3213,Atlantic
3214,Pacific
3215,Atlantic
3216,Atlantic
3217,Pacific
3218,Atlantic
3219,Pacific
3220,Pacific
3221,Atlantic
3222,Pacific
3223,Pacific
3224,Atlantic
3225,Atlantic
3226,Indian
3227,Pacific
3228,Pacific
3229,Atlantic
3230,Pacific
3231,Indian
3232,Indian
3233,Pacific
3234,Pacific
3235,Atlantic
3236,Atlantic
3237,Pacific
3238,Atlantic
3239,Pacific
3240,Pacific
3241,Atlantic
3242,Atlantic
3243,Atlantic
3244,Pacific
3245,Pacific
3246,Pacific
3247,Pacific
3248,Indian
3249,Atlantic
3250,Indian
3251,Pacific
3252,Pacific
3253,Pacific
3254,Pacific
3255,Pacific
3256,Atlantic
3257,Pacific
3258,Atlantic
3259,Atlantic
3260,Pacific
3261,Atlantic
3262,Atlantic
3263,Atlantic
3264,Pacific
3265,Atlantic
3266,Atlantic
3267,Pacific
3268,Atlantic
3269,Atlantic
3270,Atlantic
3271,Atlantic
3272,Pacific
3273,Atlantic
3274,Atlantic
3275,Atlantic
3276,Atlantic
3277,Pacific
3278,Pacific
3279,Pacific
3280,Pacific
3281,Pacific
3282,Pacific
3283,False
3284,Atlantic
3285,Pacific
3286,Pacific
3287,Pacific
3288,Atlantic
3289,Atlantic
3290,Pacific
3291,Pacific
3292,Pacific
3293,Atlantic
3294,Atlantic
3295,Atlantic
3296,Pacific
3297,Atlantic
3298,Atlantic
3299,False
3300,Pacific
3301,Atlantic
3302,Atlantic
3303,Pacific
3304,Atlantic
3305,Indian
3306,Pacific
3307,Atlantic
3308,Atlantic
3309,Atlantic
3310,Pacific
3311,Pacific
3312,Atlantic
3313,Pacific
3314,Indian
3315,Indian
3316,Atlantic
3317,Indian
3318,Pacific
3319,Pacific
3320,Indian
3321,Atlantic
3322,Atlantic
3323,Atlantic
3324,Indian
3325,False
3326,Pacific
3327,Atlantic
3328,Atlantic
3329,Atlantic
3330,Atlantic
3331,Atlantic
3332,False
3333,Atlantic
3334,Pacific
3335,Indian
3336,Atlantic
3337,Atlantic
3338,Atlantic
3339,Atlantic
3340,Pacific
3341,Pacific
3342,Atlantic
3343,Pacific
3344,Atlantic
3345,Atlantic
3346,Atlantic
3347,Atlantic
3348,Pacific
3349,Atlantic
3350,Atlantic
3351,Atlantic
3352,Pacific
3353,Atlantic
3354,Atlantic
3355,Pacific
3356,False
3357,Pacific
3358,Indian
3359,Atlantic
3360,Atlantic
3361,Pacific
3362,Pacific
3363,Atlantic
3364,Pacific
3365,Atlantic
3366,Atlantic
3367,Pacific
3368,Atlantic
3369,Atlantic
3370,Atlantic
3371,Pacific
3372,Pacific
3373,Atlantic
3374,Atlantic
3375,Pacific
3376,Indian
3377,Pacific
3378,Atlantic
3379,Atlantic
3380,Atlantic
3381,Atlantic
3382,Pacific
3383,Pacific
3384,Pacific
3385,Pacific
3386,Atlantic
3387,Atlantic
3388,Indian
3389,Indian
3390,False
3391,Atlantic
3392,Pacific
3393,False
3394,Atlantic
3395,Indian
3396,Pacific
3397,Pacific
3398,Atlantic
3399,Pacific
3400,Pacific
3401,Pacific
3402,Atlantic
3403,Atlantic
3404,Pacific
3405,Atlantic
3406,Pacific
3407,Pacific
3408,False
3409,Indian
3410,Pacific
3411,Pacific
3412,Pacific
3413,Indian
3414,Pacific
3415,Atlantic
3416,Indian
3417,Atlantic
3418,Pacific
3419,Indian
3420,Indian
3421,Pacific
3422,Pacific
3423,Indian
3424,Pacific
3425,Pacific
3426,Pacific
3427,Indian
3428,Atlantic
3429,Pacific
3430,Pacific
3431,False
3432,Atlantic
3433,Pacific
3434,Pacific
3435,Indian
3436,Pacific
3437,Atlantic
3438,Atlantic
3439,Pacific
3440,Pacific
3441,False
3442,False
3443,False
3444,Atlantic
3445,Atlantic
3446,Pacific
3447,Atlantic
3448,Atlantic
3449,Atlantic
3450,Atlantic
3451,Atlantic
3452,Atlantic
3453,Atlantic
3454,Atlantic
3455,Atlantic
3456,Atlantic
3457,Atlantic
3458,Atlantic
3459,Atlantic
3460,Pacific
3461,Atlantic
3462,Atlantic
3463,Atlantic
3464,Atlantic
3465,Atlantic
3466,Pacific
3467,Atlantic
3468,Atlantic
3469,Atlantic
3470,Atlantic
3471,Atlantic
3472,Atlantic
3473,Atlantic
3474,Atlantic
3475,Atlantic
3476,Atlantic
3477,Atlantic
3478,Atlantic
3479,Pacific
3480,Atlantic
3481,Pacific
3482,Pacific
